text,cat
Everything you see I owe to spaghetti.,1
Holy macaroni.,1
How ramen-tic,1
Legalize marinara.,1
Mac and cheese please.,1
Noodle pull game strong.,1
Pasta la vista!,1
Penne for your thoughts?,1
Return of the MAC.,1
Send noods.,1
"Started from Top Ramen, now we here.",1
The ultimate comfort food.,1
A party without sushi is just a meeting.,1
Can’t wait sushi you.,1
Catch of the day.,1
Don’t miso sushi night.,1
Don’t take my tako.,1
Feast your eyes on this sushi.,1
Holy mackerel.,1
Holy roller.,1
It’s not a date without sushi.,1
It’s sushi o’clock.,1
Let’s go sailing on the sushi boat.,1
Let’s rock this roll.,1
Looking for love in eel the right places.,1
Want more? Check out all the sushi captions for Instagram here,1
Make every day sushi day.,1
Never far from the sushi bar.,1
No more mr. rice guy.,1
Rock & roll.,1
"Roe, roe, roe your sushi boat.",1
Shrimply the best.,1
"So much sushi, so little time.",1
Sushi — the best food in the tunaverse.,1
Sushi and wasabi — better together.,1
Sushi makes miso happy.,1
Sushi rainbow.,1
Sushi-addicts welcome.,1
"Sushi, because it’s cheaper than therapy.",1
"There is an I in “sushi”, so get your own.",1
There’s always room for more sushi.,1
A flavorful shell-ebration.,1
Best Disney princess? Taco belle.,1
Craving carnitas.,1
"Eat tacos, take naps.",1
Every day is taco day.,1
"Forget the flowers, buy her tacos.",1
Have your guac and eat it too.,1
How to turn me on with just one word… tacos.,1
"I believe in love at first sight. after all, I’ve seen tacos.",1
I can’t make everyone happy. I’m not a taco.,1
"If you don’t like tacos, I’m nacho type",1
"In case of taco emergency, call 9 Juan Juan.",1
It’s beginning to look a lot like tacos.,1
Life without tacos is no life at all.,1
Live every day like taco Tuesday.,1
My head says gym but my heart says tacos.,1
Name three better words than “we’re having tacos”.,1
"Peace, love, & tacos.",1
specTACOlar.,1
"Stressed, blessed, and taco-obsessed.",1
"Swimsuit season is just around the corner, but so is the taco truck.",1
Taco chance on us.,1
Read next: Guide to taco captions for Instagram,1
Barbecue can do it.,1
Barbe-cute.,1
Beef is bae.,1
"Hello, bae-becue.",1
Let’s grill and chill.,1
Aloha in a bowl-a.,1
Anything’s possi-bowl.,1
Catch that poke bowl.,1
Crunchy munchie.,1
Just popping by.,1
Pop some fun.,1
What’s poppin’?,1
The secret ingredient is always cheese.,1
A slice of pie without cheese is like a kiss without a squeeze.,1
Cheese makes everything better.,1
Cheese-us take the wheel.,1
I cheese to be happy.,1
I’ll stop the world and melt with you.,1
Say what?,1
Say yes to more cheese.,1
Sweet dreams are made of cheese.,1
I cheese you.,1
A great protein fix.,1
"Come on, hog it out.",1
Cooked to perfection.,1
Don’t go bacon my heart.,1
From grill to plate.,1
"Less hate, more steak.",1
Oh won’t you steak with me?,1
Pork-fection on a plate.,1
This meal is no misteak.,1
Well done.,1
A loaf to love.,1
Eat-y that meaty.,1
I loaf you.,1
Meat your match.,1
We meat again.,1
"Don’t think twice, just eat that rice.",1
Have a rice day!,1
Sandwich is always a good idea,1
Surp-rice!,1
"If we’re not meant to have midnight snacks, why is there a light in the fridge?",1
"If you are not supposed to have midnight snacks, then why is there a light in the fridge?",1
Issa snack.,1
Never underestimate the power of snacks.,1
Snack-cidentally in love.,1
A warm soup-rise.,1
Another bowl please.,1
Keep warm.,1
This is souperb.,1
What’s soup with you?,1
"After a good dinner, you can forgive someone, even your family members. ",1
Dinner is for a day what the dessert is for dinner. ,1
Dinner is where the magic happens in the kitchen.,1
Hungry for turkey.,1
I have mushrooms in my heart for you!,1
Thank goodness for turkey.,1
When all is said and dine…,1
Beat the heat.,1
Craving’s out of cone-trol.,1
Does this make your heart MELT?,1
I make ice cream disappear. What’s your superpower?,1
I will stop eating ice cream out of the container once I make it completely level.,1
Ice cream dream.,1
Keep it cool.,1
Life is like ice cream. Enjoy before it melts.,1
Summer chill.,1
We scream for ice cream.,1
Easy peasy lemon squeezy.,1
Lemon-aid your thirst.,1
Squeeze the day.,1
Stay fresh.,1
"When life hands you lemons, give them back. You deserve chocolate.",1
motivational captions,1
inspirational quotes for women,1
sunset quotes to end the day,1
Hashtags for Likes,1
"They have a 14 day moneyback guarantee, which you can try here.  ",1
Tailwind,1
You can get one month free (no credit card required!) here.,1
Kicksta,1
Try it out here.,1
Want to save this for later? Why not pin it… ,1
Never underestimate the power of good attire on a bad day.,2
Stay strong. Make them wonder why you are still smiling.,2
A smile is the prettiest thing you can wear.,2
"I am not one in a million girls, I am one in life.",2
Dream The Impossible Because Dreams Do Come True.,2
It’s time to look prettier than the last selfie.,2
Dressing well is the best revenge.,2
I am a master of picture editing.,2
"Just Because I Started The Conversation, It Doesn’t Mean, Am Dying To Talk To You.",2
Dream big and dare to fail.,2
Classy & Fabulous.,2
"Nobody has to like us, we like us.",2
"Once a queen, always a queen",2
"I don’t compete for a spot, I am the spot.",2
Flashing those eyes like highway signs.,2
Keep your standards higher than your heels.,2
Don’t be afraid just be yourself.,2
Sparkle every single day.,2
I’m A Queen Crowned In My Curls.,2
Be careful who you push away. Some of us don’t come back.,2
People will stare make it worthwhile.,2
Women glow differently when they are loved right and treated properly.,2
"My personality is up and down, sassy and cheeky.",2
Queens Don’t Compete With Hoes.,2
Some girls are born with brightness in their veins.,2
"Every Path Has Obstacles, But It Is Up To You To Continue To Smile And Walk That Path.",2
"Light up the night, wild one. Your smile is going to save someone’s life.",2
Chocolate Doesn’t Ask Questions. Chocolate Understands,2
It’s not really easy to be a shopaholic.,2
"I Like My Coffee How I Like Myself: Bitter, Dark And Too Hot For You.",2
"Quit trying to fix me, I am not broken.",2
A Happy Soul Is The Best Shield For A Cruel World.,2
"OMG, that’s so cute!",2
"Girls Are Like Telephones. They Love To Be Held And Talked To, But If You Push The Wrong Button You Get Disconnected.",2
Dancing with the beat.,2
Beauty Is Power; A Smile Is Its Sword.,2
"Life is short, buy the MAKEUP",2
"Smile, You’re beautiful.",2
She Loves Herself Before She Loves Anyone Else.,2
Too glam to give a damn.,2
Smile With Your Eyes.,2
Tears belong to sissy boys.,2
Beauty is power; a smile is its sword.,2
"My Love Is Unconditional, My Trust And Respect Are Not.",2
"If You Leave Without Reason, Don’t Come Back With An Excuse.",2
"I Don’t Compete For A Spot, I Am The Spot.",2
I am a classy dame.,2
Only A King Has The Ability To Attract Queen And Only A Queen Can Keep A King Focused.,2
She Is The Beauty. She Is Grace. She Can Also Punch You In The Face,2
I never said I was a ‘good girl.’ I’m not a bad girl.,2
Beautiful minds inspire others.,2
Turn off the spark that your soul hides behind.,2
"Girl, I have to call you back.",2
Walk like you have three men walking behind you.,2
"If you’re gonna be a homebody, let’s have a house party",2
I can’t live without you.,2
"First, They Watch. Then They Hate. Then They Copy.",2
Not Everyone Likes But Not Everyone Matters.,2
The best way to get a man to do something is to suggest they are too old for it.,2
Don’t show me your attitude as you can’t handle me.,2
"Be A Girl With A Mind, A Woman With Attitude, And A Lady With Class.",2
"Whether For Eyeliner Or Life, Just Wing It!",2
A woman has as many lives as her shoes.,2
"In the land of gods and monsters, I was an angel.",2
I am lucky to have you in my life.,2
No One Is Perfect That’s Why Pencils Have Erasers.,2
"What children can do, girls can do better.",2
I’m the queen of my own little world,2
I see your jealousy.,2
I don’t need makeup to shine bright like a diamond,2
"As A Woman, I Cannot Run The World And Run After Men!",2
Put out the glitter that your soul hides behind.,2
"I’m the girl who laughs at her mistakes, so excuse me if I laugh at yours.",2
Every girl has a naughty side you should have a pure heart to see that,2
Too Occupied To Be Stressed With Very Small Things Like These.,2
"Tangled hair, don’t care.",2
"I do not run, I do not pursue, that’s why I can not be replaced.",2
You are magic. Don’t ever apologize for the fire in you.,2
"It’s A Mess Of Great Chaos, And It’s Visible In Your Eyes.",2
"A little more kindness, a little less judgment.",2
I swear I’m a nice girl until you do something that pisses me off.. then the bitch will come out to play.,2
Being a girl is so expensive.,2
Personality Is An Unbroken Series Of Successful Gestures.,2
Shine In Your Own Light.,2
"Don’t Be Like The Rest Of Them, Darling.",2
"They Asked, What Is Loyalty? I Replied We Are Humans. Ask A Dog, It Knows Better.",2
Don’t be busy be productive.,2
Your lipstick is nicer than your personality!,2
There’s A Girl Out There With Love In Her Eyes And Flowers In Her Hair.,2
Women do not marry because they do not need anyone to advise them,2
This is how they made me.,2
“A girl should be two things: classy and fabulous.” – Coco Chanel,2
If Life Gives Me Lemons – I’ll Ask For Tequila And Salt,2
"Cut My Pie Into Four Pieces, I Do Not Think I Could Eat Eight.",2
"The rest of the world was black and white, but we were in screaming color.",2
Beauty Never Asks For Attention.,2
Mastering The Art Of Awkward Posing.,2
Aspire to inspire,2
Imperfection is beauty.,2
"When in Rome, enjoy the romance.",2
Beautiful and free to mingle,2
Success To A Woman Is One Who Can Put On A Smile Even When The World Is Frowning.,2
"When someone makes you an option, make them a memory.",2
CEO in the making.,2
Embrace the glorious disaster that you are!,2
Life is short to those with no makeup.,2
Love me or hate me but you will never change me.,2
Being born a girl should not be a disadvantage.,2
I like my eyelashes as black as my heart and as long as the list of people that i want to punch in face.,2
DRESS how you want to be ADDRESSED.,2
"Nothing is impossible, the word itself says ‘I’m possible!",2
You’re The Only Person Can Learn From The Life Very Well And Making Them True As Well.,2
“Some girls are just born with glitter in their veins.” – Paris Hilton,2
"“You’re a beautiful girl, and you can do anything you want in life.” – Jeanine Pirro",2
"If she looks like a bitch, poses like a bitch, and sneers like one, she is definitely the mother bitch.",2
Wasn’t It Beautiful When You Believed In Everything?,2
I fantasized about being some sort of a princess.,2
Better to be strong than pretty and useless,2
Just A Bitch And A Blonde With An Unbreakable Bond.,2
"True sensuality is classy, not trashy.",2
Girls can survive without a boyfriend. Girls can’t survive without a best friend.,2
I’m The Queen Of My Own Little World.,2
What a lifetime adventure,2
You can change the world girl.,2
Work Until Your Idols Become Your Rivals.,2
A lovely smiling girl.,2
My confidence is designer.,2
"Be beautiful, be stylish, and love yourself.",2
The world woke up looking for the unique you to reward.,2
Happy girls are the prettiest.,2
A girl’s eyes have their own vocabulary.,2
"No matter how you feel Get up, Dress up, Show up and Never give up!",2
The way you dress is how you greet the sun and other stars.,2
I never said I was a ‘good girl.’ I’m not a bad girl.,2
"I’m not one in a million, I’m one in 7 billion.",2
Who run the world? GIRLS.,2
"I don’t know what’s tighter, our jeans or our friendship.",2
Queens don’t compete with hoes.,2
"If a man whistles at you, don’t respond. You’re a lady, not a dog.",2
Be a beautiful cupcake in a world full of muffins.,2
"Classy is when you have a lot to say, but you choose to remain silent in front of the idiots.",2
The reason fat men are good-natured is they can neither fight nor run.,2
I can’t keep calm because my vacation is finally here.,2
Choose the guy that takes you to meet his parents and not his bedroom.,2
Making memories with you is my favorite thing to do.,2
Friends are those who cancel your call and stay in the meeting for three weeks with no offense.,2
I got 99 bobby pins but I can’t find one.,2
Don’t be ashamed of who you are. That’s your parent’s job.,2
"Stop stalking me, I create the intelligence you are using.",2
"Boys are like purses, cute, full of crap, and can always be replaced.",2
"A lady should not swear. The class is defined by elegance and dignity, not by vulgar language.",2
Stop looking for happiness in the same place you just lost it.,2
Girls are changing the world.,2
"I am sugar and spice and everything nice, but if you wanna mess with me, you better think twice.",2
"Life led me down a path, I didn’t foresee, yet I winded upright, where I was meant to be.",2
I am a flamingo in a flock of pigeons.,2
It’s a girl thing!!,2
Behind Every Successful Woman Is Only Herself.,2
Hating me doesn’t make U pretty.,2
Darling shine. That’s all.,2
"Treat Me Like An Option, And I’ll Dump You Like A Choice.",2
I sneezed on the beat and the beat got sickah,2
Happily dressed in black.,2
"Beauty Is Power, A Smile Is Your Sword.",2
I Am A Fairy With Sparkles.,2
I won’t cry for you. My mascara’s too expensive.,2
A Beautiful Woman Glows Even Under The Shining Moon.,2
I’m enjoying this look,2
My God! We’ve Had To Clone In The South For Years. It’s Called Cousins.,2
What matters most is how you see yourself.,2
Getting my pose on.,2
I Know Looks Are Not Everything But I Have Them Just In Case.,2
"Be a girl with a mind, a woman with attitude, and a lady with class.",2
This attitude runs in our family.,2
"Be selfish enough to have self-worth, self-love, and self-respect.”",2
Let’s eyes do the talking.,2
Be you because you’re pretty.,2
I Swear I’m A Nice Girl Until You Do Something That Pisses Me Off. Then The Bitch Will Come Out To Play.,2
Be In My Heart Never Try To Hang On My Mind.,2
"If you are going to speak bad things about me on my back, come to me. I’ll tell u more.",2
"He is mine, because I am with him",2
Real girls are never perfect and perfect girls are not real.,2
"I’m not bad, I’m brutally honest. It’s not my fault that the truth hurts. Here is a patch.",2
Beautiful Nightmare.,2
There’s A Million Fish In The Sea. But I’m A Mermaid.,2
A Smile Is A Happiness You Will Find Right Under Your Nose.,2
"I Don’t Really “rise And Shine” – Most Days, I Just Caffeinate And Hope For The Best!",2
"Life is not perfect, but I love what I have.",2
Who Run The World? Girls.,2
"My Mom Says I’m A Fighter, A Fierce Competitor, And I Think I Am, Too.",2
I believe in ME.,2
Divas Don’t Do Drama. We Do Business.,2
Chocolate Doesn’t Ask Questions. Chocolate Understands.,2
"Before I Makeup, I Wake Up.",2
I’m the mix of a Cutie with a mission and Hottie with an ambition.,2
"Aside From Gravity, Nothing In Life Can Keep Me Down",2
"When life gives you lemons, make lemonade.",2
"If Need You Temporary, Ignore Them Permanently.",2
The color pink makes everything look pretty.,2
Never Regret Something That Once Made You Smile.,2
I know looks are not everything but I have them just in case.,2
"I agree with the dictionary, girls before boys.",2
"My Courage Is My Crown, And I Wear Like A Queen.",2
Braless Is Flawless.,2
"I Don’t Beg, I Fight For What Is Rightfully Mine",2
Sweet At Heart. Cute At Smile.,2
I Don’t Have To Prove Shit To You.,2
Do Not Take Life Too Seriously. You Will Never Get Out Of It Alive.,2
“The saddest thing for a girl to do is to dumb herself down for a guy.” – Emma Watson,2
"It Is Men Who Cannot Keep Secrets, We Can All See Who Ate The Apple!",2
Silly girls are the best.,2
"Be Classy, Sassy and a bit smart Assy.",2
"Coffee in one hand, Confidence in other.",2
Smile. It destroys those who want to destroy you.,2
I’m Just A Girl Looking For My Heart.,2
Find your tribe. Love them hard.,2
"Ones Is A While, We Girls Blow Your Mind.",2
Make your belief little stronger.,2
Good times and tan lines.,2
"Never Argue With The People, Who Can Make Down As Soon As Possible.",2
I’m the perfect combination of all my flaws.,2
"If You Have Been Hurt Too Many Times, But You Still Smile, Trust Me You Are Damn Strong.",2
Trust me i am angel.,2
Behind every successful woman is herself,2
"I’m not short, I’m just more down to earth than other people.",2
"Not All Girls Are Made Of Sugar And Spice, And Everything Nice. Some Are Made Of Sarcasm, Wine And Everything Fine.",2
Too Glam to give a Damn.,2
"Keep your friends close, enemies closer and lipstick closest.",2
"I got beauty, I got class.",2
"She Had A Galaxy In Her Eyes, A Universe In Her Mind",2
Don’t need any part-time people in my life.,2
Make them stop and stare.,2
Cinderella is proof that a new pair of shoes can change your life.,2
I stop the world. World Stop. Carry on,2
The most beautiful thing a woman can wear is confidence.,2
"Don’t test my patience, I have the evidence.",2
“Give a girl the correct footwear and she can conquer the world.” – Bette Midler,2
I’m The Way I’m And I Will Always Be.,2
I Am The Material You Couldn’t Handle Me Even If I Came With,2
I’m nicer when I like my outfit.,2
Heart Mixed With Emotions. Eyes Filled With Tears.,2
Lady With Class Never Goes Out Of Style.,2
"If Karma Doesn’t Hit You, L Gladly Will.",2
I Don’t Need A Knight In Shining Armor. A Sweet Boy In Old Blue Jeans Will Do Just Fine.,2
"Give A Girl The Right Hairstyle, And She Will Conquer The World.",2
"If Your Ego Speaks, My Attitude Replies.",2
"Brighter The Smile, Stronger The Shine.",2
Her Attitude Was Stronger Than Rocks.,2
My Hairstyle Is Called – I Tried.,2
"Men who don’t like girls with brains, don’t like girls.",2
Being classy isn’t a choice. It’s a lifestyle.,2
I Follow Up The Trend Which I Like Not By You!,2
"I Am Not Short, I Am Just Concentrated Awesome",2
Your hair is 90% of your selfie.,2
Think of all the beauty still left around you & Be happy!,2
Be A Fruit Loop In A World Full Of Cheerios.,2
"Life Is Short, Buy The Makeup.",2
Stay strong. Make them wonder why you are still smiling.,2
"No arrows and spear this days, blue ticks are enough.",2
"Beauty is power, a smile is your sword.",2
All I need is coffee & mascara.,2
Swear I Am Normal.,2
"Just trying on my best “me” today. Hopefully, it still fits!",2
I don’t think you’re ready for this jelly.,2
"The strong creation created by God in the world is not the lion, not the elephant, not the tiger – the girl.",2
She Was The Type Of Girl The Moon Chased And The Stars Wished For.,2
Limitless Is The Sky. Priceless Is The Smile.,2
Pretty brown eyes and a mind full of stars.,2
Shop till you drop.,2
"One Day I Caught Myself Smiling, Then I Realized I Was Thinking About You.",2
Women drivers rev my engine.,2
"She Was Like A Moon, A Part Of Her Always Stayed Hidden.",2
"I don’t race, I don’t chase that’s why I can’t be replaced.",2
Smile you are lovely.,2
"There is nothing that comes easy, you have to chase it.",2
"If you piss me off, I strike you out.",2
Let your dress speaks for itself.,2
"Wing it. Life, Eyeliner, Everything.",2
"When Life Gives You Lemons, Use Them To Make Your Skin Glow.",2
Be You Till Full.,2
"Life is tough, my darling, but so are you.",2
My style is the reflection of my attitude and my personality.,2
"I’m the type of girl that puts on her better smile, her better outfit, and better attitude and shows him what he left behind.",2
"I don’t mind making jokes, but I don’t want to look like one.",2
I am the princess of my own Fairy Tale.,2
Elegance is when the inside is as beautiful as the outside.,2
She has a fire in her soul and grace in her heart.,2
"My height is 5’1, but my attitude is 6’1.",2
"I don’t have an attitude problem, I just carry a personality you can’t handle.",2
My attitude is relative. I’ll have to explain it with the theory of relativity.,2
She turned her can’t into cans & her dreams into plans.,2
"I am who I am, your approval isn’t needed.",2
Her attitude kinda savage but her heart is pure gold.,2
Pink is not just a color it’s an attitude.,2
"Be a girl with a mind, a woman with attitude and a lady with class.",2
I fantasized about being some sort of a princess.,2
"God gave men both a penis and a brain, but unfortunately not enough blood supply to run both at the same time.",2
"Sure, I do marathons. On Netflix.",2
My personal style can be everything from girly and flirty to edgy and chic.,2
"First, they watch. then they hate. then they copy.",2
Puts selfie on top of tree because I’m the star.,2
"As a woman, I cannot run the world and run after men!",2
"Women are never fat, it is their love that grows from within.",2
I don’t need a knight in shining armor. A sweet boy in old blue jeans will do just fine.,2
"Be a girl with a mind, a woman with attitude, and a lady with class.",2
A study found that women with a little extra weight live longer than the men who mention it.,2
Beautiful girl you were made to do hard things so believe in yourself.,2
Girls are too shy to start it so take the chance.,2
Gravity can’t forget to pull me back to the ground again.,2
Be your own kind of beautiful.,2
She loves moonlight and rainstorms and so many other things that have a soul.,2
If I could be anything I would be your tear so I could be born in your eye live down your cheek and die on your lips.,3
"Love has the potential of wildly piercing your heart and sewing it back again, all at once.",3
"Of All The Lies You Told Me, ” I Love You ” Was My Favorite.",3
Your smile makes me smile.,3
My heart is and always will be yours.,3
Girls like you are hard to find but I am very glad I did. It feels like I’ve known you forever.,3
Love doesn’t come with terms and conditions.,3
The saddest thing in the world is loving someone who used to love you.,3
Love took slow steps towards your heart..!!,3
"The rose and the thorn, and sorrow and gladness are linked together.",3
"You May Hold My Hand For A While, But You Hold My Heart Forever.",3
Thank you for reminding me what butterflies feel like.,3
"Psychology says, you relaize you love someone when you want them to be happy, even if its not with you.",3
"When we’re together, hours feel like seconds. When we’re apart, days feel like years.",3
You + Me = True Love.,3
"“I love you as the plant that never blooms, but carries in itself the light of hidden flowers.” – Pablo Neruda",3
That Day Must Be The Happiest Day Of My Life! Because You Said ‘You Love Me’!,3
Reason and love are sworn enemies.,3
"Just the two of us, we can make it if we try.",3
"Insomnia can be a blessing if you have someone to talk with, the whole night……",3
It Seems Right Now That All I’Ve Ever Done In My Life Is Making My Way Here To You.,3
Your love may have made me blind but it has given my life a vision that it never had before. I love you.,3
Relationships are perfectly tied to the strings of love.,3
There is an undeniable bond between us.,3
"Being in a relationship is not worthy unless you open your mind, heart and soul to your partner.",3
Beside chocolate you’re my favorite.,3
The heart feels what the eyes can’t see.,3
Confrontation may either make your love story or break your dreams.,3
The only love I find in this world is my friends.,3
Love is when the other person’s happiness is more important than your own.,3
"That’s okay, you don’t have to give my heart back, you can keep it.",3
Falling in love with you was the best fall I ever took.,3
"Anyone can catch your eye, but it takes someone special to catch your heart.",3
"I’ll be the moon when the sun goes down, just so you know I’m always around.",3
"Promise me you’ll never forget me because if I thought you would, I’d never leave.",3
"Our lives are like a romantic movie played again and again. We smile, we flirt, we laugh and we fight – and we do it all over again. I love you.",3
There’s no one I’d rather lie in bed and look at my phone with.,3
“What we have once enjoyed we can never lose. All that we love deeply becomes a part of us.” -Helen Keller,3
"My six-word love story, I can’t imagine life without you.",3
Your smile is literally the cute thing I have ever seen in my life.,3
"“When I saw you I was afraid to meet you. When I met you I was afraid to kiss you. When I kissed you I was afraid to love you. Now that I love you, I am afraid to lose you.”",3
"I just want to cuddle, that’s all I want.",3
"I only want 3 things: to see you, hug you, and kiss you.",3
Love is composed of a single soul inhabiting two bodies.,3
"I will love the light for it shows me the way, yet I will endure the darkness because it shows me the stars.",3
You’re my favorite place to go when my mind searches for peace.,3
"If you expect something in return, It’s called business, not love.",3
"If your love was all i had in this life, that would be enough until the end of time.",3
Forever is not much difficult if your love is pure.,3
Take away love and our earth is a tomb.,3
"Together we make a pretty picture, apart, not so much.",3
We fall in love by chance but we stay in love by choice.,3
"I am not trying to give an image of a fairy-tale, perfect, everything else, I am just being myself.",3
"My Thoughts Are Free To Go Anywhere, But Its Surprising How Often They Head In Your Direction.",3
You were my first my last. There shall never be another you. You are a lifetime you are my life.,3
I love you more than I have found a way to say you.,3
"I didn’t choose you, My heart did.",3
True love doesn’t come to you it has to be inside you.,3
"I know I’m annoying but in a cute kind of way, right?",3
"It takes a lot to hate you, it take too much to forget you, but it took so little to love you.",3
"With you, i forget all my problems. with you, time stands still.",3
I love you like a fat kid loves cake.,3
"A flower cannot blossom without sunshine, and man cannot live without love.",3
"When you hold my hand, you hold my heart.",3
"True love means many things to many people, to me, it means you.",3
When You Smile I Can Feel All My Passion Unfolding Your Hand Brushes Mine And A Thousand Sensations Seduce Me.,3
"Every love story is beautiful, but ours is my favorite.",3
I will never find someone as special as you.,3
Love doesn’t make the world go round. Love is what makes the ride worthwhile.,3
I know my silence and my tears will heal my pain one day.,3
"Love is like water; we can fall into it, we can drown in it and we can’t live without it.",3
My heart has forgotten how to beat for me because it is busy beating for you………. I love you.,3
Love is like the sun which coming out from the clouds and warming your soul.,3
"When i look at you, i cant deny there is a god. bcoz only god could have created someone as wonderful and beautiful as you.",3
You have the most beautiful smile and the most twinkling eyes in the world.,3
Your Lips? I kiss that. Your body? I hug that. My smile? You cause that. Your heart? I want that.,3
"Sometimes I feel that, there is no one Awesome Than me, to be loved…….",3
"Love starts with a smile, grows with a kiss, and ends with a tear.",3
"Love when you’re ready, not when you are alone.",3
"I will be yours, you will be mine and together we will be one love.",3
"Thinking of you is easy, I do it every day. Missing you is the heartache that never goes away.",3
"Love is not what you can receive,it’s all about what you can give.",3
Late night conversations with our loved ones..!!! <3,3
"Love Is A Policy, Without Terms And Conditions.",3
"If life really does flash before your eyes, I only want to see pictures of you and me.",3
Go for someone who is not only proud to have you but will also take every risk just to be with you.,3
"Nothing Is Perfect, But When I’m With You Everything Is Perfect.",3
If you love me raise your hand and you don’t then raise your standard.,3
Always Love your GB from your Heart not from your mood or Mind.,3
"Life is not the amount of breaths you take, it’s the moments that take your breath away…",3
Love is when you have the chance to leave but choose to stay.,3
I’ll Love You Until The Day After Forever.,3
"Just one thing, I want you to change is your surname, from yours to mine.",3
Being In Love Never Goes Out Of Style.,3
True love begins when nothing is looked for in return.,3
The ‘TRUTH’ hurts only once but a ‘LIE’ hurts every time you remember it!,3
I love you so much that my heart slips a beat when you call my name.,3
You can hurt a heart only till it loves you.,3
There Are Only Two Times That I Want To Be With You. Now And Forever.,3
"I love you as one loves certain dark things, secretly, between the shadow and the soul.",3
"True Loves Never Dies, It Only Gets Stronger.",3
When you are around..nothing else really matters!,3
"I need you, you need me. Let’s make it work.",3
"Together we make a pretty picture, apart, not so much.",3
I love it when you act silly around me.,3
I Realized That No Guy Will Ever Be Right For Me. Not After I Met You.,3
"If you truly love someone, then the only thing you want for them is to be happy, even if it’s not with you.",3
My Eyes Literally Turn To Hearts When I See You.,3
There’s only 1 thing 2 do 3 words 4 you ––I Love You.,3
Love+trust+honesty=long relationship,3
Loving you is not a choice or an option. It is a need and a necessity. I love you.,3
"No matter where I went, I always knew my way back to you. You are my compass star.",3
"Being Someone’s First Love May Be Great, But To Be Their Last Is Beyond Perfect.",3
I can’t go a day without thinking about you.,3
"I love you as one loves certain dark things, secretly, between the shadow and the soul.",3
Love is the perfect feeling that makes two imperfect people perfect for each other.,3
I’M In Love With You….And All Your Little Things.,3
Some love stories starts from time pass but turned into true love.,3
"I said my heart, Best For you!",3
"I want to be in your arms, where you hold me tight and never let me go.",3
"If I know what love is, it is because of you.",3
I need someone who will actually stay by my side No matter what mood I’m in.,3
The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.,3
"A relationship is perfect when it doesn’t have you and me, but when it has us.",3
Thank you for reminding me what butterflies feel like.,3
The person loves you more will fight with you daily without any reason.,3
"True friends show there love in times of trouble, not in happiness.",3
"1 year, 365 opportunities to love you.",3
Find someone who knows that you are not perfect but treats you as if you are.,3
Thanks for being in my life.,3
You are what i need in my life.,3
My heart is and always will be yours.,3
"With you, I am Without you, I am not.",3
I can’t escape the way I love you.,3
Love is always patient and kind.,3
"When Love Is Not Madness, It Is Not Love.",3
I love you more than I have ever found a way to say to you.,3
"If I need to search the earth to find you, I will do it all over again. You are the one I am destined to be with.",3
I feel the fragrance of  ‘LOVE’ everywhere when you are near me.,3
"Calling me cute is nice, calling me hot is great, but calling me yours is all I want.",3
I fell in love with you because you loved me when I couldn’t love myself.,3
"If I Know What Is Love, It Is Because Of You.",3
"Each day I love you more, Today more than yesterday and less than tomorrow.",3
We are both going to pray that we may live together all our lives and die the same day.,3
When I Look Into Your Eyes I Tend To Lose Thoughts.,3
"Love does not come to those who seek it, but to those who give love.",3
We accept the love we think we deserve.,3
"No Matter How Sad You May Be, Believe That Happiness Is Waiting.",3
"When the angels ask what I most loved about life, I’ll say you.",3
I used to have superpowers but the psychiatrist took them away.,3
I donut know what I would do without you.,3
"I am who I am, I am what I am, I do what I do and I ain’t never gonna do it any different. I don’t care who likes it and who doesn’t.",3
"Travel, fall in love, and be happy.",3
"From the first day i saw you. you had me, i was yours.",3
"I want to be in your arms, where you hold me tight and never let me go.",3
Life and death are balanced on the edge of a razor.,3
You can’t stop loving short girls.,3
"Forget the fairy tales, I think our love story is the best one ever told.",3
"I choose you and i’li choose you, over & over & over. Without pause, without doubt in a heartbeat. I’li keep choosing you.",3
"Whatever our souls are made of, his and mine are the same.",3
"If you’re going to make me cry, at least be there to wipe away the tears.",3
Missing someone is your heart’s way of reminding you that you love them.,3
"Thinking Of You Keeps Me Awake, Dreaming Of You Keeps Me Asleep & Being With You Keeps Me Alive. Love You.",3
We go together like peanut butter and jelly.,3
I still fall in love with you every day.,3
"I crave love so deep, the ocean would be jealous.",3
"Whatever our souls are made of, his and mine are the same.",3
I really hope you and I make it together till the end.,3
You make my heart skip a beat.,3
"I realized I was thinking of you, and I began to wonder how long you’d been on my mind Then it occurred to me Since I met you, you’ve never left.",3
"Love Means Exposing Yourself To The Pain Of Being Hurt, Deeply Hurt By Someone You Trust.",3
Let’s be successful together.,3
I try to say I love you in a million different ways. That’s what I aspire to do. That’s what I do best.,3
With the power of love; our two hearts can enlighten the whole world.,3
“Morning without you is a dwindled dawn.” – Emily Dickinson,3
Love doesn’t need to be perfect it just needs to be true.,3
“There is always some madness in love. But there is also always some reason in madness.” -Friedrich Nietzsche,3
"I want to travel the world with two things in my hands, your hand in one and a camera in the other.",3
"And you, Mister, have revived me from my fears and I owe you a lifetime of love.",3
Giving up on you would be the biggest mistake I could ever commit.,3
"You are my best friend, my human daily & my other half. You mean the world to me & I Love You.",3
